0,000130,000130na me,19751103,414991848,213393173,-213384327,8846;283369;2506682174;97101;97248;8319;0;0,7453;19179;17395;38329;35359;16738;25339;17523;31430;30680;14433;21067;8444,11158;27217;29377;987;7241;29549;33774;35953;25163;30420;9450;33448;9632,O1Z0PrFu+BIt4eb2Btyuk6cVjQ2t9XXn4q9tNFVwID3XjuQ6oI7rfSKu/LU4Krva
0,000140,000140na me,20020318,413151894,1084128855,-1084105828,23027;414476;9544138852;92583;93041;23018;0;0,20521;30402;42581;34941;12383;12308;42220;50819;32308;25162;22818;37890;50123,22793;17278;59151;59632;45662;23210;52569;32078;42134;12106;5281;40834;1748,BZXK2hCsZYQr0duHcizXhsXQ9dH2w36T/ZuUpPGgikChkv54D4/WoiepKOxLLnrp
0,000150,000150na me,19990211,2033876293,1279928793,-1279841836,86957;681583;59268412931;91547;92081;86154;64;-48.85624,26885;57353;57796;69341;22052;77533;24729;80701;49778;58569;51147;82804;22895,23872;85733;64324;56281;50734;9519;61045;30647;59337;85493;16957;66784;70857,NNY2p+WIo7naNHy1cWd9nVpJslc5NUoFnyslVSqcNX53mbUnfkkZXfjOK89cNO+u
0,000160,000160na me,20070517,1520317570,1146673459,-1146586034,87425;22413;1959456525;87345;87635;86353;0;0,1367;541;2440;2230;2655;1532;1390;2115;235;1862;2282;2591;1173,2587;530;2585;656;1655;1957;2613;1719;1743;1114;2702;1202;1350,seDJpxeDuRAnCJJuHqIpMwRBNH1+essFW/h03W50rC5BJOikH6P4xFmno4EDlb3A
0,000170,000170na me,19941116,588010711,1345528336,-1345456230,72106;596138;42985126628;31566;72942;31360;0;0,44442;73743;73382;28525;20538;73739;6694;69337;51831;9623;6603;75316;62365,30937;86219;56826;56241;27802;10331;6980;68320;67480;65370;17787;23660;78185,q6roleIk+AzDMBcJNg3tfviWo5PuOewYIF6EXxsNC2HHAfwMPlsLXrAN+3tb5vgy
0,000180,000180na me,20171229,2060403144,751353240,-751330245,22995;298369;6860995155;80030;80541;22266;0;0,35032;10125;7553;15388;35397;19078;26233;26634;30425;12402;18199;27235;34668,29999;3321;30662;24036;4140;23843;37908;37625;10255;34876;4816;17656;39232,Xf5MZyQEMdjV1HrgbFr42BQPnswkatexZEZJTPoIjTA=
0,000190,000190na me,20170210,1192056487,992668324,-992634046,34278;746382;25584482196;58352;58605;33763;0;0,47854;55776;115888;22276;73102;9550;6963;119052;111554;100290;20432;24071;39574,43031;85055;42575;65252;32820;73745;121996;110060;79499;14988;4185;14274;58902,2vMNUxWSOPMNTyhtN31zTC+GXTtL0z/+6OAI/olhx97JYguDZZbH+kJXfqF5TGLT
0,000200,000200na me,20160402,531141147,1033356867,-1033280839,76028;607522;46188682616;24627;76238;24450;0;0,18116;48643;72262;74668;58985;60094;23112;69862;25361;17626;52304;64614;21875,96089;5729;16170;4422;4145;100879;34964;90524;35641;92372;8602;20034;97951,Ux/Bp1IP6N0O04uxCanrsyYTIMpOeqgq3hqgHj1UuRLBdDF89i2o3Gi3sFKTyjWu
0,000210,000210na me,19800605,962694130,248133096,-248076989,56107;579374;32506937018;95053;95063;55406;32;0,43273;22731;62366;2236;35759;53746;66366;68786;36742;48054;74172;28616;36527,42892;13460;12159;15582;19619;59743;63491;52652;59448;53880;58215;68036;60197,4BY2Tltm6HVG7C8HunQA6K32rcN1r4eZzTLcfetXYZ4=
0,000220,000220na me,19820607,1652113231,588148653,-588082735,65918;396038;26106032884;13514;66615;12921;0;0,49946;19987;59972;58815;14939;36231;4767;41966;40452;4130;30402;1385;33046,17887;38342;38989;20978;36481;21110;45270;33048;25083;44883;3520;28212;42235,WqNykWUX7fyq9M1TGz7ng/cvknSusktZog5rApdBxGaeafLdfTEkSoliVd9edBxm






















1,001,2589,168669,53915,54692,2146,436684041
1,101,5009,286186,95448,95860,4150,1433505674
