0,000110,000110na me,19741225,1033306177,273269693,-273196553,73140;263111;19243938540;42186;73155;41720;64;0,8530;14139;30321;21323;9660;11500;17095;31605;20968;16685;36847;32416;12022,18208;36166;7890;11082;10190;19840;28259;15644;25324;20552;18928;27941;23087,j7VDpJ/0KALFYn+2LtlhdHYw3sy+FyShPhz7esAcx3yHRGT/vrwCFPGhtFpMue5N
0,000120,000120na me,20000228,760428870,287020762,-286967318,53444;592163;31647559372;40001;53466;39661;8;0,8091;33060;59722;73304;76938;33793;2717;73428;84472;4772;14252;57588;70026,17912;62534;17737;64777;55603;13260;49648;72502;27104;72666;57011;73276;8133,zRDq6RkRgFxzIRzBI6qq0gr3jlhW007TRS/FgNvOMBd1YmgKC6nl39zI0DGGOnNu
0,000130,000130na me,19860504,57041451,109678607,-109583852,94755;985158;93348646290;52183;95479;51932;2;0,70361;81162;102399;605;75674;83222;62251;80944;52070;96238;67487;114624;98121,29091;42431;111434;70748;101561;12747;125674;85769;3490;160117;128873;112431;792,bLSbtQejsrc5f2u3l+I4iwHqiCykubAcw0PsHxGy5Pg=
0,000140,000140na me,19801115,66965520,1166414219,-1166369011,45208;836690;37825081520;42716;46033;42612;0;0,14873;114939;20937;135105;25156;113360;27970;34726;11869;76585;107443;32773;120954,81193;97781;34105;74054;107483;39235;43728;64640;78977;3544;36916;71694;103340,9urS2rA/KYi3Kzad+uVyJ/5ixi8UqicoEJI0ood5VppjFY7p7N7q/b3RWgY48SmR
0,000150,000150na me,19980814,233783182,2101376020,-2101338766,37254;537770;20034083580;72393;73212;36301;4;0,17618;40270;55353;59112;20201;47577;55649;14991;56703;47418;57190;21370;44318,12888;66480;77232;65001;39328;8108;37073;67113;70569;31014;26032;29140;7792,DoDhn9iAHVFEKfw1+j/l/cxE2QvDW08spYk2uNqI9Q4=
0,000160,000160na me,20090505,1558640446,1790183250,-1790087641,95609;965649;92324735241;29683;95942;29153;0;0,129762;1226;49759;5517;103339;102012;105070;52360;111626;126114;16535;52131;110198,95062;133595;7652;81179;73742;119233;10132;74523;47434;98194;102197;39232;83474,2kcrXsqdZCt3U8H35H3Gw+Kdb2vfGtxBVlG5sRGvLvWdfRoKFvtxlpv5IjGBPnlU
0,000170,000170na me,20140630,879191054,2070231941,-2070182292,49649;151119;7502907231;60136;60952;48897;0;0,24455;10769;11465;8669;18199;310;12025;14326;9817;5989;18877;12000;4218,618;16264;14248;15963;14604;16185;9946;12302;7539;13611;14424;4906;10509,0nMUeGPWkgdv7jyQnnB6BFa8wWaWevr+B4SXVZxqT4TJP/3tyTrnvDanf9U7wICf
0,000180,000180na me,20030819,919341220,751075219,-751038798,36421;749722;27305624962;32140;37058;31466;0;0,113824;10455;20951;6436;8661;176168;132469;39237;68583;93943;9368;3420;66207,6269;79073;80346;114634;97218;68227;15051;55968;73345;71099;5527;10254;72711,hFGrG8ZdLRdRqZqxJZ7vxlteqDJrWyc8UAiYeCBWrnp4Al2PNKLfozKnQNZNI8FD
0,000190,000190na me,20221224,393511917,30044314,-29952617,91697;144226;13225091522;8337;92469;7930;16;0,16979;17111;18774;12230;20552;4367;8166;6010;4853;12464;47;8192;14481,14966;7080;18161;1820;14221;9239;127;10100;1622;21777;9543;22518;13052,szwNk463T/+nDB5TKsXO1tMfgQ6OVoX0Tq95CQFxhOY=
0,000200,000200na me,20121005,1016777496,1004667863,-1004638344,29519;952143;28106309217;61992;62223;28729;0;0,35691;161227;6080;31575;46966;43450;56239;134419;84716;102713;104977;85020;59070,76310;34527;87075;99091;93268;32501;37458;88350;104658;55390;72650;46402;124463,+p0+Hm8tpoO06zgCqZqaAhmtAhn6nK9fE6jOV4aLxbY4J/MEGdAh5NWMFBQJ9piy
0,000210,000210na me,19750621,1731294135,2019567922,-2019472226,95696;723753;69260267088;77569;96279;76861;1;0,5883;59673;15879;103845;13118;34268;59907;110158;46906;6272;118866;121830;27148,63143;88459;52496;57116;70256;24019;41518;59191;49323;88618;32038;39587;57989,MffX485EGOHowOonRSBpFuUbTHQkHa34FPauPBUBTaVrdtbiKYq+Utl4s7Z+p3aX
0,000220,000220na me,19760219,1213531048,1848510589,-1848502443,8146;476882;3884680772;81869;82508;7627;0;0,35070;60549;50061;19708;44210;39165;63268;23548;31237;14012;3147;58980;33927,12065;25673;4675;4914;45462;63797;22448;52959;54473;74046;33607;50306;32457,c9XTrjQcHFSyXjt5Jfkfl66T9FoIrYG2SfuQAAvf2ettp/n1Wpo4hseBWDfLJjoU
0,000230,000230na me,19770710,1980706424,581409600,-581385100,24500;936379;22941285500;22126;24847;21410;0;0,114094;1486;59634;101446;130042;118611;28457;66415;20256;44587;123045;70883;57423,96075;1873;126401;23169;135738;38190;11406;127115;135360;25038;108214;17034;90766,+v3iYRi0WKydqXH2WU8Y13WLabuujFxGcYvS9N+AwoLujyuiDWLZusp05n+NH42F





















1,001,74073,685662,97460,97555,73133,50789041326
1,101,42802,604997,68030,68453,42762,25895081594
